ID,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS
335,249273,33,18,single,rented,no,Engineer,Amaravati,Andhra Pradesh,9,14
336,2299667,24,10,single,rented,no,Army officer,Allahabad,Uttar Pradesh[5],10,13
337,3287483,37,8,single,rented,no,Design Engineer,Thoothukudi,Tamil Nadu,7,13
338,9768431,72,4,single,owned,yes,Engineer,Hapur,Uttar Pradesh,4,14
339,9238134,78,2,single,rented,no,Chef,Erode[17],Tamil Nadu,2,11
340,1329677,72,18,single,rented,no,Librarian,Ramgarh,Jharkhand,5,13
341,8496659,59,12,single,rented,no,Army officer,Karimnagar,Telangana,8,12
342,6567922,23,20,single,norent_noown,yes,Statistician,Asansol,West Bengal,13,13
343,5931557,67,8,single,rented,yes,Physician,Rajpur Sonarpur,West Bengal,8,12
344,2810048,79,7,single,rented,no,Engineer,Hapur,Uttar Pradesh,7,13
345,9241363,62,18,single,rented,yes,Computer operator,Secunderabad,Telangana,5,11
346,5113329,59,3,single,rented,no,Microbiologist,Singrauli,Madhya Pradesh,3,14
347,1909261,75,5,single,rented,no,Technology specialist,Dhule,Maharashtra,5,13
348,1462736,43,13,single,rented,no,Scientist,Ajmer,Rajasthan,12,12
349,2201037,21,13,single,rented,yes,Surveyor,Bulandshahr,Uttar Pradesh,13,13
350,3367218,28,5,single,rented,no,Analyst,Raiganj,West Bengal,4,11
351,8458068,34,6,single,rented,no,Dentist,Ambattur,Tamil Nadu,6,13
352,5498131,61,15,single,rented,no,Industrial Engineer,Amritsar,Punjab,7,13
353,3053891,25,14,single,rented,no,Firefighter,Proddatur,Andhra Pradesh,14,11
354,8356848,54,2,single,rented,no,Dentist,Nangloi Jat,Delhi,2,12
355,2307924,51,15,single,rented,yes,Fashion Designer,Agra,Uttar Pradesh,6,13
356,9181312,31,5,single,rented,no,Architect,Dhule,Maharashtra,5,13
357,7727737,41,11,single,rented,no,Civil servant,Giridih,Jharkhand,3,11
358,7710303,41,12,single,rented,yes,Comedian,Motihari[34],Bihar,4,14
359,991107,34,14,married,rented,yes,Designer,Saharsa[29],Bihar,7,10
360,4398916,35,6,single,rented,yes,Computer hardware engineer,Bhavnagar,Gujarat,4,11
361,5356329,48,18,single,norent_noown,no,Police officer,Mau,Uttar Pradesh,10,13
362,4407294,73,20,single,rented,no,Biomedical Engineer,Surat,Gujarat,7,12
363,8261806,70,6,single,rented,no,Graphic Designer,Mangalore,Karnataka,6,11
364,8327839,63,2,single,norent_noown,no,Petroleum Engineer,Rohtak,Haryana,2,14
365,8658161,79,13,single,rented,no,Politician,Ozhukarai,Puducherry,13,10
366,8472760,73,10,single,rented,no,Psychologist,Sasaram[30],Bihar,10,10
367,1625328,49,19,single,rented,yes,Firefighter,Ballia,Uttar Pradesh,9,12
368,1765694,30,5,single,rented,no,Psychologist,Bhind,Madhya Pradesh,5,14
369,2049469,70,18,single,rented,no,Engineer,North Dumdum,West Bengal,3,14
370,8273187,69,0,single,rented,no,Artist,Raipur,Chhattisgarh,0,14
371,3316209,30,13,single,rented,no,Computer hardware engineer,Jaipur,Rajasthan,13,12
372,4647997,42,18,married,rented,no,Magistrate,Cuttack,Odisha,5,12
373,1532701,79,2,single,rented,no,Graphic Designer,Hapur,Uttar Pradesh,2,12
374,3425481,62,14,single,rented,yes,Civil servant,Silchar,Assam,12,12
375,9327951,26,15,single,rented,yes,Chef,Bihar Sharif,Bihar,14,11
376,1172208,35,3,single,rented,no,Biomedical Engineer,Hubliâ€“Dharwad,Karnataka,3,13
377,5734501,38,14,single,rented,no,Designer,Bangalore,Karnataka,8,12
378,830380,47,15,single,rented,yes,Police officer,Jehanabad[38],Bihar,3,14
379,8853692,48,15,single,rented,yes,Computer hardware engineer,Tadipatri,Andhra Pradesh,7,14
380,7675013,24,17,single,rented,yes,Economist,Hazaribagh,Jharkhand,14,13
381,6329215,29,8,single,rented,no,Microbiologist,Vellore,Tamil Nadu,8,10
382,8897752,24,3,single,rented,no,Army officer,Purnia[26],Bihar,3,10
383,7449317,38,4,single,rented,yes,Petroleum Engineer,Bhimavaram,Andhra Pradesh,4,10
384,7659758,43,3,single,rented,no,Firefighter,Phusro,Jharkhand,3,13
385,321358,78,17,single,rented,no,Dentist,Alwar,Rajasthan,9,13
386,8451218,74,1,single,rented,no,Financial Analyst,Saharanpur,Uttar Pradesh,1,12
387,8007036,56,14,single,owned,no,Biomedical Engineer,Kirari Suleman Nagar,Delhi,4,13
388,2047235,61,1,single,rented,yes,Army officer,Faridabad,Haryana,1,13
389,7189375,60,12,single,rented,yes,Biomedical Engineer,Motihari[34],Bihar,3,12
390,7858466,36,8,single,owned,no,Lawyer,Barasat,West Bengal,8,12
391,4671184,39,20,married,rented,yes,Designer,Etawah,Uttar Pradesh,3,11
392,4913009,65,20,single,rented,yes,Software Developer,Rajahmundry[19][20],Andhra Pradesh,4,12
393,6330110,74,17,single,rented,no,Geologist,Chinsurah,West Bengal,11,13
394,9602188,26,19,single,rented,yes,Analyst,Saharsa[29],Bihar,10,10
395,3293636,74,15,single,rented,yes,Firefighter,Singrauli,Madhya Pradesh,6,14
396,2017565,62,9,single,rented,no,Technology specialist,Panvel,Maharashtra,6,11
397,8201240,37,1,single,rented,no,Librarian,Guntur[13],Andhra Pradesh,1,13
398,6105859,44,18,single,rented,no,Design Engineer,Shimla,Himachal Pradesh,10,14
399,4931330,22,14,single,rented,yes,Firefighter,Noida,Uttar Pradesh,5,10
400,6648862,65,17,single,rented,no,Petroleum Engineer,Gandhinagar,Gujarat,11,13
401,7336151,76,20,single,rented,yes,Computer hardware engineer,Jamalpur[36],Bihar,4,12
402,5600342,31,20,single,rented,yes,Official,Saharanpur,Uttar Pradesh,7,12
403,7068566,49,9,single,rented,no,Designer,Singrauli,Madhya Pradesh,9,11
404,785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12
405,4826921,36,5,single,rented,no,Web designer,Begusarai,Bihar,5,13
406,2822666,31,0,single,rented,yes,Web designer,Ambarnath,Maharashtra,0,11
407,4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil Nadu,11,14
408,8561605,41,16,single,rented,no,Statistician,Bangalore,Karnataka,9,11
409,9574852,48,14,single,rented,yes,Surveyor,South Dumdum,West Bengal,14,10
410,448021,54,11,single,rented,no,Flight attendant,Solapur,Maharashtra,11,14
411,8671871,28,1,single,rented,no,Computer hardware engineer,Phusro,Jharkhand,1,11
412,2092893,50,2,single,rented,yes,Fashion Designer,Thoothukudi,Tamil Nadu,2,11
413,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13
414,1124957,63,11,single,rented,no,Librarian,Gwalior,Madhya Pradesh,11,13
415,5765117,43,7,single,rented,no,Police officer,Jamalpur[36],Bihar,7,11
416,3097744,57,9,single,rented,yes,Official,Jalgaon,Maharashtra,5,13
417,6234927,40,0,single,norent_noown,no,Technical writer,Bangalore,Karnataka,0,12
418,8201240,37,1,single,rented,no,Librarian,Guntur[13],Andhra Pradesh,1,13
419,4270229,73,5,single,rented,no,Scientist,Chapra,Bihar,5,11
420,5956675,50,3,single,rented,yes,Biomedical Engineer,Panvel,Maharashtra,3,13
421,7716196,27,5,single,rented,no,Mechanical engineer,Kirari Suleman Nagar,Delhi,5,14
422,8259435,64,15,single,rented,no,Technical writer,Chapra,Bihar,4,10
423,8370021,40,5,single,rented,no,Technical writer,Gulbarga,Karnataka,5,14
424,6588136,27,7,single,rented,no,Graphic Designer,Malegaon,Maharashtra,6,10
425,5214871,29,19,married,rented,no,Scientist,Karimnagar,Telangana,13,12
426,4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil Nadu,0,13
427,1662067,31,14,single,rented,yes,Technical writer,Sirsa,Haryana,7,10
428,4244135,30,9,single,rented,no,Librarian,Thanjavur,Tamil Nadu,9,10
429,4399912,29,9,single,rented,no,Architect,North Dumdum,West Bengal,9,10
430,3608549,23,0,single,rented,no,Technology specialist,Nanded,Maharashtra,0,11
431,9610065,23,17,single,rented,yes,Geologist,Maheshtala,West Bengal,6,11
432,2715204,62,18,single,rented,yes,Consultant,Nagpur,Maharashtra,9,12
433,4536163,66,18,single,rented,no,Drafter,Guwahati,Assam,13,10
434,6006615,62,19,single,rented,no,Biomedical Engineer,Orai,Uttar Pradesh,12,12
435,7155982,56,10,single,rented,no,Air traffic controller,Berhampore,West Bengal,10,14
436,8075181,21,12,single,rented,no,Chartered Accountant,Ongole,Andhra Pradesh,7,14
437,3732153,30,0,single,rented,no,Design Engineer,Rajkot,Gujarat,0,11
438,4031882,35,4,single,rented,yes,Statistician,Nellore[14][15],Andhra Pradesh,4,10
439,4158240,38,8,single,rented,yes,Surgeon,Ludhiana,Punjab,8,11
440,6151056,56,1,single,rented,yes,Software Developer,Rourkela,Odisha,1,10
441,1325345,66,8,single,rented,no,Financial Analyst,Moradabad,Uttar Pradesh,8,14
442,5642772,36,5,single,rented,yes,Hotel Manager,Sasaram[30],Bihar,5,13
443,2416844,28,18,single,rented,yes,Surgeon,Navi Mumbai,Maharashtra,13,11
444,3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14
445,4795452,26,10,single,rented,yes,Economist,Noida,Uttar Pradesh,4,12
446,2874640,50,10,single,rented,no,Web designer,Vasai-Virar,Maharashtra,9,12
447,2204482,23,9,single,rented,no,Librarian,Morbi,Gujarat,9,14
448,3883838,62,19,single,rented,no,Web designer,Chapra,Bihar,13,13
449,519314,35,19,married,rented,no,Drafter,Haldia,West Bengal,5,11
450,2309585,31,7,married,rented,no,Surveyor,Mirzapur,Uttar Pradesh,7,10
451,2745694,36,11,single,rented,no,Industrial Engineer,"Khora, Ghaziabad",Uttar Pradesh,9,13
452,8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10
453,8344425,79,17,single,rented,no,Industrial Engineer,Gopalpur,West Bengal,3,13
454,579762,48,20,single,rented,no,Consultant,Coimbatore,Tamil Nadu,12,11
455,1966474,26,16,single,rented,yes,Biomedical Engineer,Visakhapatnam[4],Andhra Pradesh,4,10
456,8082415,24,5,single,rented,no,Lawyer,Mira-Bhayandar,Maharashtra,4,13
457,88025,69,13,single,rented,no,Physician,Jabalpur,Madhya Pradesh,7,12
458,9475063,39,9,single,rented,no,Graphic Designer,Malegaon,Maharashtra,4,14
459,4254644,77,12,single,rented,no,Computer hardware engineer,Hyderabad,Telangana,7,13
460,2537444,49,1,single,rented,yes,Hotel Manager,Muzaffarpur,Bihar,1,12
461,4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil Nadu,0,13
462,3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12
463,4888019,73,14,single,rented,no,Army officer,Guntakal,Andhra Pradesh,11,10
464,1887106,32,20,married,rented,no,Microbiologist,Jabalpur,Madhya Pradesh,8,14
465,1697072,78,5,single,rented,yes,Aviator,Maheshtala,West Bengal,5,10
466,8760061,30,19,single,rented,no,Mechanical engineer,Mau,Uttar Pradesh,12,14
467,3753805,68,0,single,rented,no,Physician,Srinagar,Jammu and Kashmir,0,13
468,8813566,38,20,married,rented,no,Geologist,Raurkela Industrial Township,Odisha,6,12
469,9843539,54,3,single,rented,no,Air traffic controller,Jalgaon,Maharashtra,3,11
470,7662947,46,17,married,rented,yes,Microbiologist,Solapur,Maharashtra,3,10
471,156398,69,10,single,rented,yes,Technology specialist,Bathinda,Punjab,7,14
472,8801912,33,16,married,rented,no,Flight attendant,Gurgaon,Haryana,9,14
473,2474838,64,9,single,rented,no,Chemical engineer,Chennai,Tamil Nadu,8,10
474,5507871,72,5,married,rented,yes,Designer,Kulti,West Bengal,5,10
475,5855304,54,13,single,rented,no,Physician,Jodhpur,Rajasthan,4,10
476,4088739,77,20,single,rented,no,Analyst,Ahmednagar,Maharashtra,5,13
477,4072094,39,9,single,rented,no,Graphic Designer,Farrukhabad,Uttar Pradesh,9,14
478,46750,33,13,single,rented,yes,Chef,Morbi,Gujarat,10,11
479,9191189,21,2,single,rented,no,Librarian,Uluberia,West Bengal,2,10
480,2175522,64,1,single,rented,no,Librarian,Mangalore,Karnataka,1,13
481,8998014,72,13,single,rented,yes,Politician,Pondicherry,Puducherry,9,11
482,4726953,61,14,single,rented,no,Air traffic controller,Haridwar,Uttarakhand,14,14
483,7154493,28,4,single,rented,no,Engineer,Dindigul,Tamil Nadu,4,13
484,1171428,45,11,single,rented,yes,Statistician,Agartala,Tripura,5,11
485,7444228,43,16,single,rented,no,Economist,Gangtok,Sikkim,3,13
486,9820355,62,8,single,rented,no,Scientist,Khammam,Telangana,8,10
487,6103090,62,2,single,rented,yes,Chartered Accountant,Hosur,Tamil Nadu,2,13
488,672968,68,18,married,rented,no,Technology specialist,Jehanabad[38],Bihar,5,12
489,6444410,34,11,single,rented,no,Designer,Burhanpur,Madhya Pradesh,3,11
490,897017,45,0,single,rented,yes,Software Developer,Vadodara,Gujarat,0,13
491,9601652,60,4,married,rented,no,Aviator,Tadepalligudem,Andhra Pradesh,4,11
492,9791163,54,18,single,rented,yes,Industrial Engineer,Kollam,Kerala,11,14
493,5096110,24,18,single,rented,yes,Surgeon,Kishanganj[35],Bihar,11,12
494,227394,56,12,single,rented,no,Firefighter,Patna,Bihar,5,14
495,5284369,76,13,married,rented,no,Consultant,Kishanganj[35],Bihar,9,11
496,6381365,67,11,single,rented,no,Surveyor,Ulhasnagar,Maharashtra,4,12
497,1258437,36,19,single,rented,no,Statistician,Thiruvananthapuram,Kerala,11,11
498,4176099,29,3,single,rented,yes,Mechanical engineer,Surendranagar Dudhrej,Gujarat,3,10
499,2822666,31,0,single,rented,yes,Web designer,Ambarnath,Maharashtra,0,11
500,4145448,50,4,single,rented,no,Official,Srinagar,Jammu and Kashmir,4,12
501,1687470,79,0,single,rented,no,Surgeon,Amroha,Uttar Pradesh,0,10
502,8424956,57,12,single,rented,no,Engineer,Kadapa[23],Andhra Pradesh,12,10
503,6798278,67,15,single,rented,no,Designer,Latur,Maharashtra,9,10
504,3160585,42,10,single,rented,no,Analyst,Srinagar,Jammu and Kashmir,8,10
505,3458394,56,9,single,rented,yes,Air traffic controller,Tirupati[21][22],Andhra Pradesh,9,12
506,3662229,39,0,single,rented,no,Civil engineer,Buxar[37],Bihar,0,14
507,9469019,48,0,single,rented,no,Mechanical engineer,Satna,Madhya Pradesh,0,12
508,416754,26,6,single,rented,no,Graphic Designer,Tadipatri,Andhra Pradesh,4,12
509,9976619,71,5,single,rented,no,Artist,New Delhi,Delhi,4,12
510,753622,74,18,single,rented,no,Design Engineer,Vasai-Virar,Maharashtra,10,10
511,4188269,29,11,single,rented,no,Industrial Engineer,Amaravati,Andhra Pradesh,11,11
512,7508587,58,13,single,rented,no,Microbiologist,Singrauli,Madhya Pradesh,13,11
513,3159260,62,4,single,rented,no,Petroleum Engineer,Panihati,West Bengal,4,10
514,8486952,58,8,single,rented,no,Petroleum Engineer,Gwalior,Madhya Pradesh,7,13
515,1429614,73,6,single,rented,yes,Comedian,Madhyamgram,West Bengal,6,14
516,1728444,66,10,single,rented,yes,Magistrate,Jhansi,Uttar Pradesh,10,13
517,5956675,50,3,single,rented,yes,Biomedical Engineer,Panvel,Maharashtra,3,13
518,7613756,41,15,single,rented,no,Official,Malda,West Bengal,10,13
519,3797942,78,10,single,rented,no,Scientist,Satara,Maharashtra,7,14
520,333430,34,6,single,rented,yes,Army officer,Kalyan-Dombivli,Maharashtra,6,11
521,8688770,78,3,single,rented,yes,Statistician,Bongaigaon,Assam,3,11
522,5372147,42,4,single,rented,no,Firefighter,Rajpur Sonarpur,West Bengal,4,12
523,6797003,73,19,single,rented,no,Financial Analyst,Howrah,West Bengal,6,12
524,389805,25,18,single,rented,no,Hotel Manager,Agra,Uttar Pradesh,12,14
525,5046744,63,17,single,rented,no,Aviator,Rohtak,Haryana,8,10
526,2050096,42,1,single,rented,no,Technology specialist,Bhalswa Jahangir Pur,Delhi,1,11
527,1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13
528,4220551,79,1,single,rented,no,Surveyor,Gurgaon,Haryana,1,14
529,3430788,63,3,single,rented,no,Design Engineer,Bidar,Karnataka,3,10
530,4417876,79,8,single,rented,no,Technician,Kochi,Kerala,8,13
531,7781258,72,9,single,rented,no,Army officer,South Dumdum,West Bengal,9,11
532,1670303,35,13,married,rented,no,Analyst,Berhampore,West Bengal,5,14
533,4285790,69,11,single,rented,no,Computer operator,Tumkur,Karnataka,5,10
534,5957090,48,18,married,rented,yes,Economist,Hubliâ€“Dharwad,Karnataka,3,12
535,8043880,57,12,single,rented,no,Financial Analyst,Kollam,Kerala,8,10
536,8958480,49,2,single,rented,no,Web designer,Bhind,Madhya Pradesh,2,13
537,8030487,62,3,single,rented,no,Computer operator,Junagadh,Gujarat,3,13
538,9846056,28,12,single,rented,no,Analyst,Noida,Uttar Pradesh,12,13
539,7023630,22,10,married,rented,no,Librarian,Dehri[30],Bihar,4,11
540,248099,56,9,single,rented,no,Police officer,Surat,Gujarat,7,12
541,5360758,50,15,married,rented,yes,Air traffic controller,Guntur[13],Andhra Pradesh,6,11
542,72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13
543,9348360,48,12,single,rented,yes,Financial Analyst,Lucknow,Uttar Pradesh,12,10
544,6101750,64,4,single,rented,yes,Psychologist,Bhubaneswar,Odisha,4,11
545,6382731,51,8,single,rented,yes,Surveyor,Dehradun,Uttarakhand,5,11
546,2806082,76,10,single,owned,no,Army officer,Hospet,Karnataka,10,14
547,4281675,65,15,single,rented,no,Mechanical engineer,Loni,Uttar Pradesh,6,11
548,5653642,42,3,single,rented,no,Civil engineer,Mumbai,Maharashtra,3,11
549,3846302,66,14,single,rented,yes,Petroleum Engineer,Bhatpara,West Bengal,6,11
550,5616245,76,20,single,rented,yes,Surveyor,Kadapa[23],Andhra Pradesh,13,13
551,6269156,66,6,single,rented,no,Hotel Manager,Chandrapur,Maharashtra,6,12
552,7392946,33,12,single,rented,no,Surgeon,Aizawl,Mizoram,8,10
553,8888670,23,5,single,rented,no,Physician,Jamnagar,Gujarat,5,12
554,5165913,78,5,single,rented,no,Architect,Guntur[13],Andhra Pradesh,5,12
555,5335142,79,4,single,rented,yes,Consultant,Malegaon,Maharashtra,4,13
556,4567821,32,9,single,rented,no,Architect,Udaipur,Rajasthan,3,11
557,201213,35,13,single,rented,no,Librarian,South Dumdum,West Bengal,13,13
558,8663784,42,9,single,rented,no,Architect,Satara,Maharashtra,9,10
559,8274078,59,16,single,rented,no,Chartered Accountant,Tiruvottiyur,Tamil Nadu,10,12
560,5540740,76,19,single,norent_noown,no,Petroleum Engineer,Bhatpara,West Bengal,7,12
561,8817640,34,5,single,rented,no,Petroleum Engineer,Ongole,Andhra Pradesh,5,13
562,1351218,57,0,single,rented,yes,Politician,Pimpri-Chinchwad,Maharashtra,0,12
563,5860796,42,15,married,rented,yes,Aviator,Chapra,Bihar,5,14
564,8619230,74,8,single,rented,no,Official,Hindupur,Andhra Pradesh,8,14
565,5118418,57,18,single,rented,no,Statistician,Phusro,Jharkhand,10,13
566,3654298,78,18,single,rented,yes,Industrial Engineer,Lucknow,Uttar Pradesh,5,10
567,9877095,35,18,single,rented,no,Flight attendant,Tadepalligudem,Andhra Pradesh,6,13
568,8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10
569,7962325,61,17,single,rented,no,Surveyor,Bhopal,Madhya Pradesh,12,12
570,7736891,30,12,single,rented,yes,Graphic Designer,Srikakulam,Andhra Pradesh,10,14
571,6319064,60,13,single,rented,yes,Civil engineer,Ongole,Andhra Pradesh,11,12
572,5707684,40,2,single,rented,no,Chartered Accountant,Bangalore,Karnataka,2,11
573,6550926,35,1,single,rented,no,Physician,Salem,Tamil Nadu,1,11
574,6944541,63,12,single,rented,yes,Technician,Chittoor[28],Andhra Pradesh,11,11
575,7505343,58,15,single,rented,no,Chemical engineer,Giridih,Jharkhand,4,14
576,8549004,40,17,single,rented,yes,Lawyer,Berhampore,West Bengal,14,12
577,7972171,58,1,single,rented,no,Economist,Vasai-Virar,Maharashtra,1,14
578,5927472,54,1,single,rented,no,Chef,Kollam,Kerala,1,10
579,957289,55,3,single,rented,yes,Air traffic controller,Kulti,West Bengal,3,10
580,7098940,60,5,single,rented,yes,Librarian,Aligarh,Uttar Pradesh,5,11
581,8397031,54,12,single,rented,no,Civil servant,Adoni,Andhra Pradesh,10,12
582,249273,33,18,single,rented,no,Engineer,Amaravati,Andhra Pradesh,9,14
583,8135531,60,10,single,owned,no,Magistrate,Orai,Uttar Pradesh,4,11
584,9249971,69,4,single,rented,no,Physician,Pali,Rajasthan,4,14
585,3183557,49,10,single,rented,yes,Aviator,Dharmavaram,Andhra Pradesh,10,10
586,1429643,24,11,single,rented,no,Civil servant,Ozhukarai,Puducherry,11,10
587,4076147,25,16,married,rented,no,Police officer,Raipur,Chhattisgarh,6,10
588,4320824,63,11,single,rented,yes,Secretary,Silchar,Assam,7,10
589,4070923,23,6,single,rented,yes,Economist,Aligarh,Uttar Pradesh,6,11
590,3423478,76,9,single,rented,no,Computer hardware engineer,Suryapet,Telangana,4,10
591,3734016,21,10,single,owned,no,Scientist,Thiruvananthapuram,Kerala,10,12
592,8900631,47,6,single,rented,no,Fashion Designer,Thiruvananthapuram,Kerala,6,12
593,4798152,51,2,single,rented,no,Financial Analyst,Sirsa,Haryana,2,14
594,5956310,35,10,single,owned,yes,Scientist,Chandrapur,Maharashtra,4,12
595,6274008,47,20,single,rented,no,Politician,Motihari[34],Bihar,9,13
596,9530702,57,12,single,rented,no,Design Engineer,Muzaffarnagar,Uttar Pradesh,8,11
